FacilityName,RegionName,Year,Quarter,WaitTimeMinutes,DistanceToFacilityKM,PopulationCovered
Rockyview General Hospital,SW,2020,Q2,11,5.96,904
Rockyview General Hospital,SW,2020,Q1,56,15.08,1683
Foothills Medical Centre,NW,2020,Q1,14,5.61,1946
South Health Campus,SE,2020,Q1,178,9.22,547
Foothills Medical Centre,NW,2020,Q2,150,9.21,1947
Rockyview General Hospital,SW,2020,Q4,87,6.49,1856
Rockyview General Hospital,SW,2020,Q2,57,5.88,739
Peter Lougheed Centre,NE,2020,Q4,126,12.53,1445
Rockyview General Hospital,SW,2020,Q3,39,10.94,1400
Foothills Medical Centre,NW,2020,Q2,73,7.66,1428
Foothills Medical Centre,NW,2020,Q4,11,8.71,701
Rockyview General Hospital,SW,2020,Q1,119,0.5,1930
Foothills Medical Centre,NW,2020,Q1,172,12.03,707
Peter Lougheed Centre,NE,2020,Q2,110,4.23,1101
Peter Lougheed Centre,NE,2020,Q2,11,13.17,972
Peter Lougheed Centre,NE,2020,Q1,80,10.55,990
South Health Campus,SE,2020,Q4,58,5.49,897
Foothills Medical Centre,NW,2020,Q2,129,5.86,1979
Foothills Medical Centre,NW,2020,Q3,108,11.22,657
Foothills Medical Centre,NW,2020,Q1,85,9.47,1264
Rockyview General Hospital,SW,2020,Q1,25,6.38,1307
South Health Campus,SE,2020,Q4,31,14.06,1015
Foothills Medical Centre,NW,2020,Q4,173,6.58,762
Rockyview General Hospital,SW,2020,Q4,157,0.5,895
South Health Campus,SE,2020,Q4,78,9.73,1833
Foothills Medical Centre,NW,2020,Q2,11,0.5,1747
Peter Lougheed Centre,NE,2020,Q3,84,15.31,1885
South Health Campus,SE,2020,Q4,70,17.99,1447
Peter Lougheed Centre,NE,2020,Q4,97,2.5,1421
Peter Lougheed Centre,NE,2020,Q2,144,11.65,601
Foothills Medical Centre,NW,2020,Q3,52,0.5,930
South Health Campus,SE,2020,Q1,13,1.51,1459
Peter Lougheed Centre,NE,2020,Q4,148,3.51,1985
Foothills Medical Centre,NW,2020,Q3,91,10.03,1556
South Health Campus,SE,2020,Q3,162,9.18,1681
Rockyview General Hospital,SW,2020,Q4,138,9.74,1043
Peter Lougheed Centre,NE,2020,Q2,149,2.2,1395
Foothills Medical Centre,NW,2020,Q2,170,7.31,538
South Health Campus,SE,2020,Q4,24,5.78,1662
Peter Lougheed Centre,NE,2020,Q3,151,0.5,1646
Peter Lougheed Centre,NE,2020,Q3,163,7.43,1580
Foothills Medical Centre,NW,2020,Q3,52,13.56,1966
Rockyview General Hospital,SW,2020,Q4,165,12.29,1928
Foothills Medical Centre,NW,2020,Q1,137,4.46,739
Peter Lougheed Centre,NE,2020,Q2,163,7.73,1683
Peter Lougheed Centre,NE,2020,Q2,80,8.77,610
Rockyview General Hospital,SW,2020,Q1,63,10.52,1832
Peter Lougheed Centre,NE,2020,Q2,81,13.12,1874
Peter Lougheed Centre,NE,2020,Q4,162,7.26,1821
Rockyview General Hospital,SW,2020,Q3,133,6.98,511
Peter Lougheed Centre,NE,2020,Q1,21,8.28,818
Peter Lougheed Centre,NE,2020,Q2,48,1.12,1994
South Health Campus,SE,2020,Q4,57,7.92,1029
South Health Campus,SE,2020,Q2,171,1.52,507
Foothills Medical Centre,NW,2020,Q3,174,12.62,934
Peter Lougheed Centre,NE,2020,Q3,21,14.47,1776
Rockyview General Hospital,SW,2020,Q1,57,8.01,716
Peter Lougheed Centre,NE,2020,Q4,176,8.09,880
Foothills Medical Centre,NW,2020,Q1,56,7.32,1317
South Health Campus,SE,2020,Q1,146,5.11,1583
Foothills Medical Centre,NW,2020,Q1,170,9.89,1196
Foothills Medical Centre,NW,2020,Q4,153,2.67,838
Peter Lougheed Centre,NE,2020,Q2,139,6.47,585
Peter Lougheed Centre,NE,2020,Q4,101,14.59,811
Peter Lougheed Centre,NE,2020,Q1,33,8.47,1689
Rockyview General Hospital,SW,2020,Q3,85,0.5,1131
Foothills Medical Centre,NW,2020,Q4,160,8.62,1247
Peter Lougheed Centre,NE,2020,Q4,43,4.62,867
South Health Campus,SE,2020,Q4,131,5.97,1213
Foothills Medical Centre,NW,2020,Q1,136,9.4,1755
Rockyview General Hospital,SW,2020,Q2,155,14.69,1711
South Health Campus,SE,2020,Q3,39,7.54,1028
South Health Campus,SE,2020,Q4,78,3.04,1882
South Health Campus,SE,2020,Q3,91,2.17,1850
South Health Campus,SE,2020,Q2,24,11.44,1973
South Health Campus,SE,2020,Q1,100,11.57,665
Rockyview General Hospital,SW,2020,Q1,133,10.39,1510
Foothills Medical Centre,NW,2020,Q3,38,9.88,1711
Foothills Medical Centre,NW,2020,Q1,47,1.3,612
South Health Campus,SE,2020,Q2,91,11.02,1465
Foothills Medical Centre,NW,2020,Q4,87,8.55,1690
Peter Lougheed Centre,NE,2020,Q4,44,6.58,1768
South Health Campus,SE,2020,Q2,173,6.25,675
Peter Lougheed Centre,NE,2020,Q2,64,2.61,1210
Rockyview General Hospital,SW,2020,Q4,10,0.5,1094
Rockyview General Hospital,SW,2020,Q3,90,14.16,1667
Peter Lougheed Centre,NE,2020,Q3,18,0.5,1835
Rockyview General Hospital,SW,2020,Q4,28,7.66,1691
Peter Lougheed Centre,NE,2020,Q3,163,7.02,1783
Foothills Medical Centre,NW,2020,Q4,57,16.68,1379
Peter Lougheed Centre,NE,2020,Q3,133,4.67,1049
Rockyview General Hospital,SW,2020,Q1,54,6.96,1593
Rockyview General Hospital,SW,2020,Q4,12,5.98,1977
South Health Campus,SE,2020,Q1,114,12.17,1111
Foothills Medical Centre,NW,2020,Q2,153,7.55,990
Peter Lougheed Centre,NE,2020,Q4,52,9.8,1935
Foothills Medical Centre,NW,2020,Q4,40,7.71,1631
Rockyview General Hospital,SW,2020,Q1,118,7.98,1759
South Health Campus,SE,2020,Q4,139,19.59,797
Foothills Medical Centre,NW,2020,Q4,99,13.44,1249
Foothills Medical Centre,NW,2020,Q3,20,10.26,961
Peter Lougheed Centre,NE,2020,Q4,179,14.13,1611
South Health Campus,SE,2020,Q2,113,1.98,567
Foothills Medical Centre,NW,2020,Q2,98,16.19,732
South Health Campus,SE,2020,Q2,110,5.85,778
Foothills Medical Centre,NW,2020,Q1,108,9.06,1973
Foothills Medical Centre,NW,2020,Q2,10,10.63,661
Rockyview General Hospital,SW,2020,Q1,11,6.86,1401
Foothills Medical Centre,NW,2020,Q3,152,7.02,1629
Peter Lougheed Centre,NE,2020,Q1,165,11.9,1646
Foothills Medical Centre,NW,2020,Q2,128,15.65,1610
Rockyview General Hospital,SW,2020,Q2,25,8.75,1734
South Health Campus,SE,2020,Q1,32,13.44,1510
Foothills Medical Centre,NW,2020,Q1,154,9.01,1391
Foothills Medical Centre,NW,2020,Q4,107,4.58,1900
South Health Campus,SE,2020,Q4,112,0.5,1933
Peter Lougheed Centre,NE,2020,Q2,26,11.94,1282
Rockyview General Hospital,SW,2020,Q1,35,14.65,790
Rockyview General Hospital,SW,2020,Q4,46,9.13,772
South Health Campus,SE,2020,Q1,92,11.72,690
Peter Lougheed Centre,NE,2020,Q3,39,12.78,1380
South Health Campus,SE,2020,Q2,157,0.5,1236
Foothills Medical Centre,NW,2020,Q2,150,13.82,592
Rockyview General Hospital,SW,2020,Q4,23,7.35,1438
Peter Lougheed Centre,NE,2020,Q4,128,13.25,1046
Peter Lougheed Centre,NE,2020,Q1,129,12.03,1353
Foothills Medical Centre,NW,2020,Q4,56,4.22,703
Foothills Medical Centre,NW,2020,Q3,145,11.32,1054
Peter Lougheed Centre,NE,2020,Q4,112,6.43,1654
Rockyview General Hospital,SW,2020,Q2,116,4.26,1198
Foothills Medical Centre,NW,2020,Q2,142,1.84,1805
South Health Campus,SE,2020,Q2,61,9.65,1644
Foothills Medical Centre,NW,2020,Q1,18,13.28,865
Rockyview General Hospital,SW,2020,Q1,22,8.63,1154
Rockyview General Hospital,SW,2020,Q4,63,6.06,1393
South Health Campus,SE,2020,Q1,88,7.65,714
Foothills Medical Centre,NW,2020,Q1,138,12.62,1018
Rockyview General Hospital,SW,2020,Q4,132,0.5,1988
South Health Campus,SE,2020,Q1,95,7.59,1306
Foothills Medical Centre,NW,2020,Q1,53,8.35,557
South Health Campus,SE,2020,Q4,156,6.76,1483
Rockyview General Hospital,SW,2020,Q2,58,21.29,1867
Foothills Medical Centre,NW,2020,Q1,98,0.5,768
South Health Campus,SE,2020,Q3,51,11.4,517
Rockyview General Hospital,SW,2020,Q2,120,9.37,1274
Rockyview General Hospital,SW,2020,Q1,48,6.78,783
South Health Campus,SE,2020,Q1,41,6.5,1943
South Health Campus,SE,2020,Q3,144,5.81,857
Foothills Medical Centre,NW,2020,Q4,97,6.63,1666
Rockyview General Hospital,SW,2020,Q2,106,12.7,1784
Foothills Medical Centre,NW,2020,Q3,68,15.37,833
South Health Campus,SE,2020,Q4,16,1.19,1541
Rockyview General Hospital,SW,2020,Q1,156,9.11,1768
Rockyview General Hospital,SW,2020,Q4,102,5.26,1510
Peter Lougheed Centre,NE,2020,Q1,39,15.03,1586
Rockyview General Hospital,SW,2020,Q3,29,15.71,660
South Health Campus,SE,2020,Q4,57,6.98,1288
Peter Lougheed Centre,NE,2020,Q4,116,2.37,944
Rockyview General Hospital,SW,2020,Q1,75,9.97,1568
Peter Lougheed Centre,NE,2020,Q3,54,9.1,611
South Health Campus,SE,2020,Q4,17,3.77,961
Peter Lougheed Centre,NE,2020,Q1,161,1.67,1303
South Health Campus,SE,2020,Q4,174,3.18,969
South Health Campus,SE,2020,Q2,38,7.8,760
Rockyview General Hospital,SW,2020,Q2,154,0.5,1494
Rockyview General Hospital,SW,2020,Q4,164,7.37,1521
Foothills Medical Centre,NW,2020,Q3,151,13.53,1916
Rockyview General Hospital,SW,2020,Q4,132,0.5,1536
Peter Lougheed Centre,NE,2020,Q1,55,13.55,599
Foothills Medical Centre,NW,2020,Q1,157,4.57,875
Peter Lougheed Centre,NE,2020,Q4,106,13.1,1594
Rockyview General Hospital,SW,2020,Q2,172,0.94,1811
Foothills Medical Centre,NW,2020,Q3,89,0.5,1364
Peter Lougheed Centre,NE,2020,Q4,20,0.5,706
Peter Lougheed Centre,NE,2020,Q2,88,3.81,1420
Rockyview General Hospital,SW,2020,Q4,20,9.16,1323
Rockyview General Hospital,SW,2020,Q2,178,8.09,1246
Rockyview General Hospital,SW,2020,Q4,13,16.04,883
Peter Lougheed Centre,NE,2020,Q1,100,5.6,1247
Peter Lougheed Centre,NE,2020,Q2,38,11.2,1560
Peter Lougheed Centre,NE,2020,Q1,133,10.42,929
Rockyview General Hospital,SW,2020,Q2,95,0.5,866
South Health Campus,SE,2020,Q3,20,11.35,1506
Rockyview General Hospital,SW,2020,Q4,19,7.41,1211
Rockyview General Hospital,SW,2020,Q3,15,0.5,1408
South Health Campus,SE,2020,Q1,50,7.6,1205
South Health Campus,SE,2020,Q2,82,4.8,1673
Peter Lougheed Centre,NE,2020,Q3,38,17.04,1394
Rockyview General Hospital,SW,2020,Q4,130,2.58,1780
South Health Campus,SE,2020,Q1,118,2.8,1554
Peter Lougheed Centre,NE,2020,Q4,141,8.94,1740
Rockyview General Hospital,SW,2020,Q2,125,4.6,1426
Rockyview General Hospital,SW,2020,Q4,78,12.7,1354
South Health Campus,SE,2020,Q3,99,1.09,1625
Rockyview General Hospital,SW,2020,Q2,126,6.07,1241
South Health Campus,SE,2020,Q4,14,10.7,889
Rockyview General Hospital,SW,2020,Q3,154,2.74,1089
South Health Campus,SE,2020,Q4,150,0.5,843
Foothills Medical Centre,NW,2020,Q4,80,0.91,630
Foothills Medical Centre,NW,2020,Q4,146,7.09,1715
South Health Campus,SE,2020,Q2,57,7.5,651
Rockyview General Hospital,SW,2020,Q1,100,5.1,544
Peter Lougheed Centre,NE,2020,Q4,91,8.14,1517
Rockyview General Hospital,SW,2020,Q2,163,16.18,1506
Foothills Medical Centre,NW,2020,Q2,67,1.78,717
Peter Lougheed Centre,NE,2020,Q4,122,10.53,1406
Rockyview General Hospital,SW,2020,Q1,33,8.11,1247
Peter Lougheed Centre,NE,2020,Q4,118,8.01,1078
Peter Lougheed Centre,NE,2020,Q1,142,2.8,1597
Foothills Medical Centre,NW,2020,Q1,80,19.26,1202
Foothills Medical Centre,NW,2020,Q2,84,12.27,1662
South Health Campus,SE,2020,Q2,162,8.14,1535
Rockyview General Hospital,SW,2020,Q2,164,10.78,1183
South Health Campus,SE,2020,Q2,37,13.12,1357
Rockyview General Hospital,SW,2020,Q3,116,6.33,1465
South Health Campus,SE,2020,Q2,83,3.75,1732
South Health Campus,SE,2020,Q3,112,14.99,1135
South Health Campus,SE,2020,Q3,142,7.57,1596
South Health Campus,SE,2020,Q4,83,11.25,1002
South Health Campus,SE,2020,Q1,133,6.95,1841
Peter Lougheed Centre,NE,2020,Q1,53,5.43,1411
Foothills Medical Centre,NW,2020,Q4,60,10.47,887
Peter Lougheed Centre,NE,2020,Q4,129,18.06,1178
South Health Campus,SE,2020,Q2,177,0.5,1985
Peter Lougheed Centre,NE,2020,Q4,39,5.77,1806
Peter Lougheed Centre,NE,2020,Q2,131,7.96,917
Rockyview General Hospital,SW,2020,Q3,52,6.66,1824
Foothills Medical Centre,NW,2020,Q2,97,13.14,1742
Peter Lougheed Centre,NE,2020,Q3,20,13.97,671
South Health Campus,SE,2020,Q1,91,10.7,1805
Rockyview General Hospital,SW,2020,Q2,177,8.33,666
Peter Lougheed Centre,NE,2020,Q4,141,3.62,1354
Rockyview General Hospital,SW,2020,Q2,103,0.68,1676
Foothills Medical Centre,NW,2020,Q2,49,7.99,552
Rockyview General Hospital,SW,2020,Q3,50,7.33,1380
Rockyview General Hospital,SW,2020,Q3,104,0.99,1639
Rockyview General Hospital,SW,2020,Q4,17,9.88,1557
South Health Campus,SE,2020,Q2,142,10.76,1080
Rockyview General Hospital,SW,2020,Q3,95,9.13,1581
Foothills Medical Centre,NW,2020,Q4,29,7.78,1521
Peter Lougheed Centre,NE,2020,Q3,33,5.51,1169
Rockyview General Hospital,SW,2020,Q1,57,7.87,799
Rockyview General Hospital,SW,2020,Q2,53,13.18,1431
South Health Campus,SE,2020,Q3,132,5.44,1691
Foothills Medical Centre,NW,2020,Q1,23,17.45,1145
South Health Campus,SE,2020,Q2,160,10.97,868
Peter Lougheed Centre,NE,2020,Q4,165,6.79,1647
South Health Campus,SE,2020,Q1,169,11.42,1513
Peter Lougheed Centre,NE,2020,Q2,133,8.49,957
Foothills Medical Centre,NW,2020,Q1,60,2.64,629
Rockyview General Hospital,SW,2020,Q1,51,13.94,1187
South Health Campus,SE,2020,Q2,98,1.65,1269
South Health Campus,SE,2020,Q3,21,13.48,829
Rockyview General Hospital,SW,2020,Q4,102,11.61,1797
Rockyview General Hospital,SW,2020,Q4,67,9.1,1290
South Health Campus,SE,2020,Q4,39,9.49,1807
Peter Lougheed Centre,NE,2020,Q2,103,10.4,894
South Health Campus,SE,2020,Q2,76,20.4,1556
South Health Campus,SE,2020,Q3,18,0.5,1635
Rockyview General Hospital,SW,2020,Q3,19,10.57,1729
Peter Lougheed Centre,NE,2020,Q2,154,5.09,637
South Health Campus,SE,2020,Q1,86,12.78,1884
Peter Lougheed Centre,NE,2020,Q3,25,8.98,959
Foothills Medical Centre,NW,2020,Q2,21,6.92,1529
Foothills Medical Centre,NW,2020,Q4,68,10.92,1893
Foothills Medical Centre,NW,2020,Q1,103,9.8,1441
Rockyview General Hospital,SW,2020,Q4,156,11.57,1350
Foothills Medical Centre,NW,2020,Q4,165,2.82,1163
Rockyview General Hospital,SW,2020,Q3,67,2.22,1581
Foothills Medical Centre,NW,2020,Q4,177,5,916
Rockyview General Hospital,SW,2020,Q3,154,3.9,699
Foothills Medical Centre,NW,2020,Q4,54,2.16,1770
Peter Lougheed Centre,NE,2020,Q3,93,13.27,1263
South Health Campus,SE,2020,Q3,170,8.54,1334
South Health Campus,SE,2020,Q3,142,10.2,574
Foothills Medical Centre,NW,2020,Q2,108,14,876
Foothills Medical Centre,NW,2020,Q2,52,9.8,1625
Rockyview General Hospital,SW,2020,Q4,67,10.34,1295
Peter Lougheed Centre,NE,2020,Q2,111,0.5,1067
Foothills Medical Centre,NW,2020,Q2,53,7.99,1815
Peter Lougheed Centre,NE,2020,Q4,87,5.8,1605
South Health Campus,SE,2020,Q3,17,11.49,1213
Peter Lougheed Centre,NE,2020,Q3,88,11.2,1895
Peter Lougheed Centre,NE,2020,Q2,98,9.86,529
South Health Campus,SE,2020,Q4,47,5.33,500
Peter Lougheed Centre,NE,2020,Q3,153,13.01,639
Foothills Medical Centre,NW,2020,Q3,144,4,1459
Peter Lougheed Centre,NE,2020,Q4,136,12.85,1842
Rockyview General Hospital,SW,2020,Q4,66,0.58,714
Peter Lougheed Centre,NE,2020,Q2,73,12.58,1756
Rockyview General Hospital,SW,2020,Q4,31,4.79,851
South Health Campus,SE,2020,Q2,30,8.15,1514
Peter Lougheed Centre,NE,2020,Q2,25,3.81,1270
South Health Campus,SE,2020,Q3,49,18.23,1991
Peter Lougheed Centre,NE,2020,Q1,103,1.9,505
Foothills Medical Centre,NW,2020,Q3,175,7.44,1015
Foothills Medical Centre,NW,2020,Q2,131,0.5,1407
Peter Lougheed Centre,NE,2020,Q4,13,11.67,1271
Rockyview General Hospital,SW,2020,Q1,100,0.5,1137
Foothills Medical Centre,NW,2020,Q4,170,4.95,1320
South Health Campus,SE,2020,Q3,44,13.4,1194
South Health Campus,SE,2020,Q3,23,2.42,1551
South Health Campus,SE,2020,Q2,138,11.76,935
Peter Lougheed Centre,NE,2020,Q2,62,10.25,1414
South Health Campus,SE,2020,Q4,151,12.68,645
South Health Campus,SE,2020,Q2,119,8.03,839
Rockyview General Hospital,SW,2020,Q2,17,5.77,573
Rockyview General Hospital,SW,2020,Q1,63,11.65,764
Peter Lougheed Centre,NE,2020,Q2,110,4.48,1162
Rockyview General Hospital,SW,2020,Q3,82,6.99,1395
Rockyview General Hospital,SW,2020,Q2,59,9.3,1664
Rockyview General Hospital,SW,2020,Q1,132,5.32,1415
Rockyview General Hospital,SW,2020,Q3,18,12.37,500
Rockyview General Hospital,SW,2020,Q1,151,2.73,1319
South Health Campus,SE,2020,Q2,126,9.49,945
Rockyview General Hospital,SW,2020,Q2,15,6.39,1865
Peter Lougheed Centre,NE,2020,Q3,99,3.42,1050
Rockyview General Hospital,SW,2020,Q3,74,9.87,1304
Rockyview General Hospital,SW,2020,Q1,98,3.74,1635
Rockyview General Hospital,SW,2020,Q1,35,12.07,690
South Health Campus,SE,2020,Q1,124,5.09,988
Peter Lougheed Centre,NE,2020,Q4,41,0.5,1953
South Health Campus,SE,2020,Q4,16,11.47,1019
Rockyview General Hospital,SW,2020,Q1,95,15.33,994
Foothills Medical Centre,NW,2020,Q4,152,12.91,1584
Peter Lougheed Centre,NE,2020,Q1,150,1.24,1498
Rockyview General Hospital,SW,2020,Q3,160,11.1,529
South Health Campus,SE,2020,Q3,144,12.28,1921
Rockyview General Hospital,SW,2020,Q3,58,11.67,1531
Peter Lougheed Centre,NE,2020,Q3,20,0.5,716
Rockyview General Hospital,SW,2020,Q3,10,8.74,1196
Foothills Medical Centre,NW,2020,Q1,170,0.5,516
Rockyview General Hospital,SW,2020,Q2,81,10.86,787
Foothills Medical Centre,NW,2020,Q2,176,13.96,673
South Health Campus,SE,2020,Q3,169,2.02,544
South Health Campus,SE,2020,Q1,110,2.05,1275
South Health Campus,SE,2020,Q1,172,4.5,874
Peter Lougheed Centre,NE,2020,Q1,47,7.2,560
Peter Lougheed Centre,NE,2020,Q1,89,11.73,1073
South Health Campus,SE,2020,Q3,37,6.07,782
Foothills Medical Centre,NW,2020,Q1,10,15.75,1552
Foothills Medical Centre,NW,2020,Q2,108,8.54,761
Rockyview General Hospital,SW,2020,Q1,152,10.74,1329
Rockyview General Hospital,SW,2020,Q2,172,17.57,1792
Foothills Medical Centre,NW,2020,Q3,71,7.33,1479
Rockyview General Hospital,SW,2020,Q4,141,11.06,1030
Rockyview General Hospital,SW,2020,Q2,135,11.46,1977
Foothills Medical Centre,NW,2020,Q2,129,2.97,997
Foothills Medical Centre,NW,2020,Q1,136,18.25,1935
Rockyview General Hospital,SW,2020,Q1,11,5.18,668
South Health Campus,SE,2020,Q3,115,7.81,1173
Peter Lougheed Centre,NE,2020,Q4,126,0.5,567
South Health Campus,SE,2020,Q4,54,12.26,1137
Foothills Medical Centre,NW,2020,Q1,11,6.79,1968
Rockyview General Hospital,SW,2020,Q2,98,10.61,1598
South Health Campus,SE,2020,Q4,95,9.73,1611
Peter Lougheed Centre,NE,2020,Q3,138,16.02,1780
Peter Lougheed Centre,NE,2020,Q4,60,7.7,895
South Health Campus,SE,2020,Q3,63,9.87,862
Rockyview General Hospital,SW,2020,Q2,55,2.63,1022
Peter Lougheed Centre,NE,2020,Q3,23,14.54,600
Rockyview General Hospital,SW,2020,Q3,10,15.32,1539
Foothills Medical Centre,NW,2020,Q1,49,2.27,1928
Rockyview General Hospital,SW,2020,Q3,140,10.01,1694
Foothills Medical Centre,NW,2020,Q4,178,11.44,1058
South Health Campus,SE,2020,Q3,39,10.93,781
Peter Lougheed Centre,NE,2020,Q2,55,10.57,795
Foothills Medical Centre,NW,2020,Q3,133,10.51,1221
Rockyview General Hospital,SW,2020,Q3,146,13.06,741
Peter Lougheed Centre,NE,2020,Q3,68,15.7,1617
South Health Campus,SE,2020,Q1,44,9.61,1221
South Health Campus,SE,2020,Q3,166,15.05,1507
Foothills Medical Centre,NW,2020,Q4,133,21.21,1242
Foothills Medical Centre,NW,2020,Q2,170,6.51,1258
Foothills Medical Centre,NW,2020,Q1,120,10.54,1199
Peter Lougheed Centre,NE,2020,Q2,86,11.79,1124
Peter Lougheed Centre,NE,2020,Q4,128,11.55,1701
Foothills Medical Centre,NW,2020,Q2,140,15.92,1058
Peter Lougheed Centre,NE,2020,Q1,18,9.35,1210
Foothills Medical Centre,NW,2020,Q2,41,6.2,1246
Rockyview General Hospital,SW,2020,Q1,21,6.02,1208
Rockyview General Hospital,SW,2020,Q1,89,13.01,1138
Foothills Medical Centre,NW,2020,Q4,29,9.33,1347
South Health Campus,SE,2020,Q2,45,5.92,1991
Peter Lougheed Centre,NE,2020,Q1,54,9.85,1186
Peter Lougheed Centre,NE,2020,Q2,44,4.24,1594
Rockyview General Hospital,SW,2020,Q4,74,8.45,1799
South Health Campus,SE,2020,Q2,122,15.89,784
Rockyview General Hospital,SW,2020,Q3,162,8.1,1360
Rockyview General Hospital,SW,2020,Q1,74,3.63,1770
Peter Lougheed Centre,NE,2020,Q2,58,3.75,522
Foothills Medical Centre,NW,2020,Q2,55,3.82,1703
Peter Lougheed Centre,NE,2020,Q2,75,2.11,571
Peter Lougheed Centre,NE,2020,Q2,80,7.63,548
South Health Campus,SE,2020,Q2,44,4.1,1741
South Health Campus,SE,2020,Q3,77,6.58,761
Peter Lougheed Centre,NE,2020,Q1,95,12.56,654
Rockyview General Hospital,SW,2020,Q2,114,4.67,1886
Rockyview General Hospital,SW,2020,Q1,167,9.47,1233
Rockyview General Hospital,SW,2020,Q2,142,10.29,900
Foothills Medical Centre,NW,2020,Q4,165,9.24,739
Foothills Medical Centre,NW,2020,Q4,51,15.76,1220
Foothills Medical Centre,NW,2020,Q4,58,4.37,1014
Foothills Medical Centre,NW,2020,Q3,52,9.61,1771
South Health Campus,SE,2020,Q2,169,7.77,1678
Foothills Medical Centre,NW,2020,Q3,20,11.02,1360
Peter Lougheed Centre,NE,2020,Q1,179,8.77,829
South Health Campus,SE,2020,Q2,71,6.91,1246
Foothills Medical Centre,NW,2020,Q3,150,11.32,1523
Foothills Medical Centre,NW,2020,Q3,28,9.57,1236
South Health Campus,SE,2020,Q1,118,8.25,1701
South Health Campus,SE,2020,Q2,154,17.25,1692
Foothills Medical Centre,NW,2020,Q1,15,4.29,675
Rockyview General Hospital,SW,2020,Q4,128,7.58,642
South Health Campus,SE,2020,Q1,148,0.52,1113
Rockyview General Hospital,SW,2020,Q1,110,12.18,965
Rockyview General Hospital,SW,2020,Q1,151,6.95,1180
South Health Campus,SE,2020,Q3,171,5.43,1487
Rockyview General Hospital,SW,2020,Q2,53,9.75,1733
Rockyview General Hospital,SW,2020,Q3,134,11.48,886
South Health Campus,SE,2020,Q2,144,9.67,1629
Peter Lougheed Centre,NE,2020,Q1,107,10.09,1486
Peter Lougheed Centre,NE,2020,Q1,21,2.13,1033
Foothills Medical Centre,NW,2020,Q3,139,8.57,1885
South Health Campus,SE,2020,Q3,126,13.02,1755
South Health Campus,SE,2020,Q2,138,8.73,1862
Rockyview General Hospital,SW,2020,Q3,135,7.34,1705
Foothills Medical Centre,NW,2020,Q3,157,10.69,1038
Peter Lougheed Centre,NE,2020,Q2,88,16.23,817
Peter Lougheed Centre,NE,2020,Q1,41,7.89,687
Peter Lougheed Centre,NE,2020,Q3,105,3.09,1869
South Health Campus,SE,2020,Q1,139,5.01,829
Foothills Medical Centre,NW,2020,Q4,75,12.09,1729
Foothills Medical Centre,NW,2020,Q3,51,6.79,1986
South Health Campus,SE,2020,Q4,146,0.5,1769
Rockyview General Hospital,SW,2020,Q3,49,5.26,1624
Peter Lougheed Centre,NE,2020,Q3,80,5.84,1922
Rockyview General Hospital,SW,2020,Q2,21,5.39,648
Foothills Medical Centre,NW,2020,Q2,121,4.23,1648
South Health Campus,SE,2020,Q1,107,4.29,1280
Peter Lougheed Centre,NE,2020,Q3,86,7.51,1443
South Health Campus,SE,2020,Q4,42,0.5,1153
South Health Campus,SE,2020,Q1,36,13.83,818
Peter Lougheed Centre,NE,2020,Q4,105,8.08,903
Rockyview General Hospital,SW,2020,Q2,87,5.73,752
Foothills Medical Centre,NW,2020,Q2,15,13.91,1926
South Health Campus,SE,2020,Q3,112,0.5,1821
Peter Lougheed Centre,NE,2020,Q4,12,7.07,1450
Foothills Medical Centre,NW,2020,Q1,71,16.64,691
Rockyview General Hospital,SW,2020,Q1,84,10.03,912
South Health Campus,SE,2020,Q3,134,11,1747
Foothills Medical Centre,NW,2020,Q4,179,5.38,1192
Rockyview General Hospital,SW,2020,Q3,74,7.37,1133
South Health Campus,SE,2020,Q2,37,15.08,767
Foothills Medical Centre,NW,2020,Q4,124,13.34,1836
Foothills Medical Centre,NW,2020,Q3,38,1.35,1577
Peter Lougheed Centre,NE,2020,Q4,130,2.37,1014
Foothills Medical Centre,NW,2020,Q1,111,10.05,924
Rockyview General Hospital,SW,2020,Q1,156,1.71,1806
Peter Lougheed Centre,NE,2020,Q2,63,14.5,1273
South Health Campus,SE,2020,Q4,35,0.5,1865
Peter Lougheed Centre,NE,2020,Q3,71,13.61,1662
South Health Campus,SE,2020,Q4,170,1.91,1230
South Health Campus,SE,2020,Q2,179,0.5,951
South Health Campus,SE,2020,Q3,163,8.87,799
South Health Campus,SE,2020,Q1,24,7.52,1201
Rockyview General Hospital,SW,2020,Q4,113,16.17,812
Peter Lougheed Centre,NE,2020,Q2,164,1.06,985
South Health Campus,SE,2020,Q4,72,16.04,602
Foothills Medical Centre,NW,2020,Q1,152,16.47,1299
Rockyview General Hospital,SW,2020,Q4,82,10.39,1176
Foothills Medical Centre,NW,2020,Q2,154,4.27,1348
Peter Lougheed Centre,NE,2020,Q1,76,14.57,899
Rockyview General Hospital,SW,2020,Q1,17,5.95,1236
South Health Campus,SE,2020,Q1,90,11.6,521
Peter Lougheed Centre,NE,2020,Q4,83,6.88,1007
South Health Campus,SE,2020,Q1,61,13.4,661
South Health Campus,SE,2020,Q1,103,5.57,675
South Health Campus,SE,2020,Q1,86,8.23,1873
Peter Lougheed Centre,NE,2020,Q4,95,12.58,1455
Foothills Medical Centre,NW,2020,Q3,31,11.19,1073
Foothills Medical Centre,NW,2020,Q3,107,5.6,630
